row,100
affecter            ,[ 1  6  6  5  3 20  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
affection           ,[ 1  6  6  5  3 20  9 15 14  0  0  0  0  0  0  0  0  0  0  0]
affections          ,[ 1  6  6  5  3 20  9 15 14 19  0  0  0  0  0  0  0  0  0  0]
affecté             ,[ 1  6  6  5  3 20 27  0  0  0  0  0  0  0  0  0  0  0  0  0]
affermi             ,[ 1  6  6  5 18 13  9  0  0  0  0  0  0  0  0  0  0  0  0  0]
affermir            ,[ 1  6  6  5 18 13  9 18  0  0  0  0  0  0  0  0  0  0  0  0]
affermis            ,[ 1  6  6  5 18 13  9 19  0  0  0  0  0  0  0  0  0  0  0  0]
affetto             ,[ 1  6  6  5 20 20 15  0  0  0  0  0  0  0  0  0  0  0  0  0]
affliction          ,[ 1  6  6 12  9  3 20  9 15 14  0  0  0  0  0  0  0  0  0  0]
afflige             ,[ 1  6  6 12  9  7  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
affligeons          ,[ 1  6  6 12  9  7  5 15 14 19  0  0  0  0  0  0  0  0  0  0]
affliger            ,[ 1  6  6 12  9  7  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
affligerais         ,[ 1  6  6 12  9  7  5 18  1  9 19  0  0  0  0  0  0  0  0  0]
affliges            ,[ 1  6  6 12  9  7  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
affligez            ,[ 1  6  6 12  9  7  5 26  0  0  0  0  0  0  0  0  0  0  0  0]
affligé             ,[ 1  6  6 12  9  7 27  0  0  0  0  0  0  0  0  0  0  0  0  0]
affligée            ,[ 1  6  6 12  9  7 27  5  0  0  0  0  0  0  0  0  0  0  0  0]
affligées           ,[ 1  6  6 12  9  7 27  5 19  0  0  0  0  0  0  0  0  0  0  0]
affligés            ,[ 1  6  6 12  9  7 27 19  0  0  0  0  0  0  0  0  0  0  0  0]
affolement          ,[ 1  6  6 15 12  5 13  5 14 20  0  0  0  0  0  0  0  0  0  0]
affolée             ,[ 1  6  6 15 12 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
affranchi           ,[ 1  6  6 18  1 14  3  8  9  0  0  0  0  0  0  0  0  0  0  0]
affranchir          ,[ 1  6  6 18  1 14  3  8  9 18  0  0  0  0  0  0  0  0  0  0]
affranchirons       ,[ 1  6  6 18  1 14  3  8  9 18 15 14 19  0  0  0  0  0  0  0]
affranchissent      ,[ 1  6  6 18  1 14  3  8  9 19 19  5 14 20  0  0  0  0  0  0]
affreuse            ,[ 1  6  6 18  5 21 19  5  0  0  0  0  0  0  0  0  0  0  0  0]
affreuses           ,[ 1  6  6 18  5 21 19  5 19  0  0  0  0  0  0  0  0  0  0  0]
affreux             ,[ 1  6  6 18  5 21 24  0  0  0  0  0  0  0  0  0  0  0  0  0]
affront             ,[ 1  6  6 18 15 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
affronte            ,[ 1  6  6 18 15 14 20  5  0  0  0  0  0  0  0  0  0  0  0  0]
affronter           ,[ 1  6  6 18 15 14 20  5 18  0  0  0  0  0  0  0  0  0  0  0]
affronts            ,[ 1  6  6 18 15 14 20 19  0  0  0  0  0  0  0  0  0  0  0  0]
afieun              ,[ 1  6  9  5 21 14  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
afin                ,[ 1  6  9 14  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
agamemnon           ,[ 1  7  1 13  5 13 14 15 14  0  0  0  0  0  0  0  0  0  0  0]
agate               ,[ 1  7  1 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aggrave             ,[ 1  7  7 18  1 22  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
agi                 ,[1 7 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
agile               ,[ 1  7  9 12  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
agir                ,[ 1  7  9 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
agissait            ,[ 1  7  9 19 19  1  9 20  0  0  0  0  0  0  0  0  0  0  0  0]
agissant            ,[ 1  7  9 19 19  1 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
agissante           ,[ 1  7  9 19 19  1 14 20  5  0  0  0  0  0  0  0  0  0  0  0]
agisse              ,[ 1  7  9 19 19  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
agissent            ,[ 1  7  9 19 19  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
agissez             ,[ 1  7  9 19 19  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0]
agit                ,[ 1  7  9 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
agitait             ,[ 1  7  9 20  1  9 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
agitation           ,[ 1  7  9 20  1 20  9 15 14  0  0  0  0  0  0  0  0  0  0  0]
agite               ,[ 1  7  9 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
agitent             ,[ 1  7  9 20  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
agité               ,[ 1  7  9 20 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
agités              ,[ 1  7  9 20 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aglaure             ,[ 1  7 12  1 21 18  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
agnès               ,[ 1  7 14 28 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
agonie              ,[ 1  7 15 14  9  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
agreate             ,[ 1  7 18  5  1 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
agrippine           ,[ 1  7 18  9 16 16  9 14  5  0  0  0  0  0  0  0  0  0  0  0]
agréable            ,[ 1  7 18 27  1  2 12  5  0  0  0  0  0  0  0  0  0  0  0  0]
agréablement        ,[ 1  7 18 27  1  2 12  5 13  5 14 20  0  0  0  0  0  0  0  0]
agréables           ,[ 1  7 18 27  1  2 12  5 19  0  0  0  0  0  0  0  0  0  0  0]
agréerez            ,[ 1  7 18 27  5 18  5 26  0  0  0  0  0  0  0  0  0  0  0  0]
agréez              ,[ 1  7 18 27  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
agréezla            ,[ 1  7 18 27  5 26 12  1  0  0  0  0  0  0  0  0  0  0  0  0]
agrément            ,[ 1  7 18 27 13  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
agréments           ,[ 1  7 18 27 13  5 14 20 19  0  0  0  0  0  0  0  0  0  0  0]
aguets              ,[ 1  7 21  5 20 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
agénor              ,[ 1  7 27 14 15 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ah                  ,[1 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
aheurter            ,[ 1  8  5 21 18 20  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
aheurtée            ,[ 1  8  5 21 18 20 27  5  0  0  0  0  0  0  0  0  0  0  0  0]
ahi                 ,[1 8 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
ahy                 ,[ 1  8 25  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ai                  ,[1 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
aicionée            ,[ 1  9  3  9 15 14 27  5  0  0  0  0  0  0  0  0  0  0  0  0]
aidant              ,[ 1  9  4  1 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aide                ,[1 9 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
aider               ,[ 1  9  4  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aides               ,[ 1  9  4  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aidez               ,[ 1  9  4  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aidât               ,[ 1  9  4 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aidé                ,[ 1  9  4 32 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aie                 ,[1 9 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
aient               ,[ 1  9  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aigle               ,[ 1  9  7 12  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aigres              ,[ 1  9  7 18  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aigreur             ,[ 1  9  7 18  5 21 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
aigri               ,[ 1  9  7 18  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aigrir              ,[ 1  9  7 18  9 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aigrirait           ,[ 1  9  7 18  9 18  1  9 20  0  0  0  0  0  0  0  0  0  0  0]
aigrit              ,[ 1  9  7 18  9 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aiguillette         ,[ 1  9  7 21  9 12 12  5 20 20  5  0  0  0  0  0  0  0  0  0]
aiguillettes        ,[ 1  9  7 21  9 12 12  5 20 20  5 19  0  0  0  0  0  0  0  0]
aiguilleté          ,[ 1  9  7 21  9 12 12  5 20 27  0  0  0  0  0  0  0  0  0  0]
aiguillons          ,[ 1  9  7 21  9 12 12 15 14 19  0  0  0  0  0  0  0  0  0  0]
aiguisent           ,[ 1  9  7 21  9 19  5 14 20  0  0  0  0  0  0  0  0  0  0  0]
aiguiser            ,[ 1  9  7 21  9 19  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
ailes               ,[ 1  9 12  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aille               ,[ 1  9 12 12  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ailleurs            ,[ 1  9 12 12  5 21 18 19  0  0  0  0  0  0  0  0  0  0  0  0]
ailés               ,[ 1  9 12 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aimable             ,[ 1  9 13  1  2 12  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
aimables            ,[ 1  9 13  1  2 12  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
aimaient            ,[ 1  9 13  1  9  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
aimais              ,[ 1  9 13  1  9 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aimait              ,[ 1  9 13  1  9 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aimant              ,[ 1  9 13  1 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aimasse             ,[ 1  9 13  1 19 19  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
aime                ,[ 1  9 13  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aiment              ,[ 1  9 13  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aimer               ,[ 1  9 13  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aimeraient          ,[ 1  9 13  5 18  1  9  5 14 20  0  0  0  0  0  0  0  0  0  0]
aimerais            ,[ 1  9 13  5 18  1  9 19  0  0  0  0  0  0  0  0  0  0  0  0]
aimerait            ,[ 1  9 13  5 18  1  9 20  0  0  0  0  0  0  0  0  0  0  0  0]
aimerez             ,[ 1  9 13  5 18  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0]
aimeriez            ,[ 1  9 13  5 18  9  5 26  0  0  0  0  0  0  0  0  0  0  0  0]
aimeront            ,[ 1  9 13  5 18 15 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
aimes               ,[ 1  9 13  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aimez               ,[ 1  9 13  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aimiez              ,[ 1  9 13  9  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aimons              ,[ 1  9 13 15 14 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aimé                ,[ 1  9 13 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aimée               ,[ 1  9 13 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ainsi               ,[ 1  9 14 19  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
air                 ,[ 1  9 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
airain              ,[ 1  9 18  1  9 14  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
airs                ,[ 1  9 18 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aise                ,[ 1  9 19  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aisé                ,[ 1  9 19 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aisée               ,[ 1  9 19 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aisées              ,[ 1  9 19 27  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
aisément            ,[ 1  9 19 27 13  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
ait                 ,[ 1  9 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ajouta              ,[ 1 10 15 21 20  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ajoute              ,[ 1 10 15 21 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ajouter             ,[ 1 10 15 21 20  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
ajoutera            ,[ 1 10 15 21 20  5 18  1  0  0  0  0  0  0  0  0  0  0  0  0]
ajouté              ,[ 1 10 15 21 20 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ajoutée             ,[ 1 10 15 21 20 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
ajuste              ,[ 1 10 21 19 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ajustement          ,[ 1 10 21 19 20  5 13  5 14 20  0  0  0  0  0  0  0  0  0  0]
ajuster             ,[ 1 10 21 19 20  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
ajustez             ,[ 1 10 21 19 20  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0]
ajustons            ,[ 1 10 21 19 20 15 14 19  0  0  0  0  0  0  0  0  0  0  0  0]
ajustée             ,[ 1 10 21 19 20 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
akior               ,[ 1 11  9 15 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
al                  ,[ 1 12  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
alain               ,[ 1 12  1  9 14  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
alarmait            ,[ 1 12  1 18 13  1  9 20  0  0  0  0  0  0  0  0  0  0  0  0]
alarme              ,[ 1 12  1 18 13  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
alarmer             ,[ 1 12  1 18 13  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
alarmes             ,[ 1 12  1 18 13  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
alarmez             ,[ 1 12  1 18 13  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0]
alarmons            ,[ 1 12  1 18 13 15 14 19  0  0  0  0  0  0  0  0  0  0  0  0]
alarmé              ,[ 1 12  1 18 13 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
alarmée             ,[ 1 12  1 18 13 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
alarmés             ,[ 1 12  1 18 13 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
alburcy             ,[ 1 12  2 21 18  3 25  0  0  0  0  0  0  0  0  0  0  0  0  0]
alcandre            ,[ 1 12  3  1 14  4 18  5  0  0  0  0  0  0  0  0  0  0  0  0]
alceste             ,[ 1 12  3  5 19 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
alcide              ,[ 1 12  3  9  4  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
alcôve              ,[ 1 12  3 33 22  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
alecto              ,[ 1 12  5  3 20 15  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
alecton             ,[ 1 12  5  3 20 15 14  0  0  0  0  0  0  0  0  0  0  0  0  0]
alexandre           ,[ 1 12  5 24  1 14  4 18  5  0  0  0  0  0  0  0  0  0  0  0]
alla                ,[ 1 12 12  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
allai               ,[ 1 12 12  1  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
allaibam            ,[ 1 12 12  1  9  2  1 13  0  0  0  0  0  0  0  0  0  0  0  0]
allaient            ,[ 1 12 12  1  9  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
allais              ,[ 1 12 12  1  9 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
allait              ,[ 1 12 12  1  9 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
allant              ,[ 1 12 12  1 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
alle                ,[ 1 12 12  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
allemagne           ,[ 1 12 12  5 13  1  7 14  5  0  0  0  0  0  0  0  0  0  0  0]
allemand            ,[ 1 12 12  5 13  1 14  4  0  0  0  0  0  0  0  0  0  0  0  0]
aller               ,[ 1 12 12  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
allez               ,[ 1 12 12  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
alliance            ,[ 1 12 12  9  1 14  3  5  0  0  0  0  0  0  0  0  0  0  0  0]
allie               ,[ 1 12 12  9  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
alliez              ,[ 1 12 12  9  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
allions             ,[ 1 12 12  9 15 14 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
alliés              ,[ 1 12 12  9 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
allonge             ,[ 1 12 12 15 14  7  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
allongeait          ,[ 1 12 12 15 14  7  5  1  9 20  0  0  0  0  0  0  0  0  0  0]
allonger            ,[ 1 12 12 15 14  7  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
allons              ,[ 1 12 12 15 14 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
allume              ,[ 1 12 12 21 13  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
allument            ,[ 1 12 12 21 13  5 14 20  0  0  0  0  0  0  0  0  0  0  0  0]
allumer             ,[ 1 12 12 21 13  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
allumez             ,[ 1 12 12 21 13  5 26  0  0  0  0  0  0  0  0  0  0  0  0  0]
allumé              ,[ 1 12 12 21 13 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
allumée             ,[ 1 12 12 21 13 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
allumés             ,[ 1 12 12 21 13 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
allusion            ,[ 1 12 12 21 19  9 15 14  0  0  0  0  0  0  0  0  0  0  0  0]
allègue             ,[ 1 12 12 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
allé                ,[ 1 12 12 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
allée               ,[ 1 12 12 27  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
allées              ,[ 1 12 12 27  7 18  5 19 19  5  0  0  0  0  0  0  0  0  0  0]
allégresse          ,[ 1 12 12 27  7 21  5 18  0  0  0  0  0  0  0  0  0  0  0  0]
alléguer            ,[ 1 12 12 27  7 21 27  0  0  0  0  0  0  0  0  0  0  0  0  0]
allégué             ,[ 1 12 12 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
allés               ,[ 1 12 12 28  7 21  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
almanachs           ,[ 1 12 13  1 14  1  3  8 19  0  0  0  0  0  0  0  0  0  0  0]
almen               ,[ 1 12 13  5 14  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
alors               ,[ 1 12 15 18 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
alphabet            ,[ 1 12 16  8  1  2  5 20  0  0  0  0  0  0  0  0  0  0  0  0]
alsace              ,[ 1 12 19  1  3  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
alteram             ,[ 1 12 20  5 18  1 13  0  0  0  0  0  0  0  0  0  0  0  0  0]
altesse             ,[ 1 12 20  5 19 19  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
alto                ,[ 1 12 20 15  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
altri               ,[ 1 12 20 18  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
altrui              ,[ 1 12 20 18 21  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
altérations         ,[ 1 12 20 27 18  1 20  9 15 14 19  0  0  0  0  0  0  0  0  0]
altérer             ,[ 1 12 20 27 18  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
altéré              ,[ 1 12 20 27 18 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
altérée             ,[ 1 12 20 27 18 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
altérés             ,[ 1 12 20 27 18 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
amant               ,[ 1 13  1 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amante              ,[ 1 13  1 14 20  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amantes             ,[ 1 13  1 14 20  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
amants              ,[ 1 13  1 14 20 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amar                ,[ 1 13  1 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amas                ,[ 1 13  1 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amasse              ,[ 1 13  1 19 19  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amassé              ,[ 1 13  1 19 19 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amassés             ,[ 1 13  1 19 19 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0]
amateur             ,[ 1 13  1 20  5 21 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
amazone             ,[ 1 13  1 26 15 14  5  0  0  0  0  0  0  0  0  0  0  0  0  0]
amazones            ,[ 1 13  1 26 15 14  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
ambigu              ,[ 1 13  2  9  7 21  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
ambitieuse          ,[ 1 13  2  9 20  9  5 21 19  5  0  0  0  0  0  0  0  0  0  0]
ambitieux           ,[ 1 13  2  9 20  9  5 21 24  0  0  0  0  0  0  0  0  0  0  0]
ambition            ,[ 1 13  2  9 20  9 15 14  0  0  0  0  0  0  0  0  0  0  0  0]
ambitionne          ,[ 1 13  2  9 20  9 15 14 14  5  0  0  0  0  0  0  0  0  0  0]
amena               ,[ 1 13  5 14  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amenai              ,[ 1 13  5 14  1  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amenait             ,[ 1 13  5 14  1  9 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
amenant             ,[ 1 13  5 14  1 14 20  0  0  0  0  0  0  0  0  0  0  0  0  0]
amende              ,[ 1 13  5 14  4  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amener              ,[ 1 13  5 14  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amené               ,[ 1 13  5 14 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amenée              ,[ 1 13  5 14 27  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amenés              ,[ 1 13  5 14 27 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amer                ,[ 1 13  5 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amertume            ,[ 1 13  5 18 20 21 13  5  0  0  0  0  0  0  0  0  0  0  0  0]
ameublements        ,[ 1 13  5 21  2 12  5 13  5 14 20 19  0  0  0  0  0  0  0  0]
ami                 ,[ 1 13  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amie                ,[ 1 13  9  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amies               ,[ 1 13  9  5 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amintor             ,[ 1 13  9 14 20 15 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
amis                ,[ 1 13  9 19  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amitié              ,[ 1 13  9 20  9 27  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amnon               ,[ 1 13 14 15 14  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amo                 ,[ 1 13 15  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amollir             ,[ 1 13 15 12 12  9 18  0  0  0  0  0  0  0  0  0  0  0  0  0]
amorce              ,[ 1 13 15 18  3  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amorti              ,[ 1 13 15 18 20  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amorties            ,[ 1 13 15 18 20  9  5 19  0  0  0  0  0  0  0  0  0  0  0  0]
amour               ,[ 1 13 15 21 18  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]
amourache           ,[ 1 13 15 21 18  1  3  8  5  0  0  0  0  0  0  0  0  0  0  0]
